rank,finalWorth,gender,tax_revenue_country_country,total_tax_rate_country,cpi_change_percentage,tax_revenue_percentage_gdp,total_tax_rate_percentage
636,4300.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
636,4300.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
636,4300.0,0,9.6,36.6,6.397134083930399,0.22325581395348837,0.8511627906976744
636,4300.0,1,9.6,36.6,6.397134083930399,0.22325581395348837,0.8511627906976744
636,4300.0,1,19.1,37.6,1.7123287671232876,0.44418604651162796,0.8744186046511628
636,4300.0,1,9.6,36.6,6.397134083930399,0.22325581395348837,0.8511627906976744
636,4300.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
636,4300.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
636,4300.0,1,9.4,59.2,2.318516149664215,0.2186046511627907,1.3767441860465117
636,4300.0,1,9.4,59.2,2.318516149664215,0.2186046511627907,1.3767441860465117
636,4300.0,1,9.4,59.2,2.318516149664215,0.2186046511627907,1.3767441860465117
636,4300.0,1,9.6,36.6,6.397134083930399,0.22325581395348837,0.8511627906976744
659,4200.0,0,23.1,25.3,0.7397133610725843,0.55,0.6023809523809525
659,4200.0,1,22.9,38.1,2.396029436933082,0.5452380952380953,0.9071428571428573
659,4200.0,0,9.4,59.2,2.318516149664215,0.22380952380952382,1.4095238095238096
659,4200.0,1,9.4,59.2,2.318516149664215,0.22380952380952382,1.4095238095238096
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,0,10.2,30.1,1.9843894695065485,0.24285714285714283,0.7166666666666667
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,24.2,60.7,0.9995456610631533,0.5761904761904761,1.4452380952380952
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,9.4,59.2,2.318516149664215,0.22380952380952382,1.4095238095238096
659,4200.0,1,9.4,59.2,2.318516149664215,0.22380952380952382,1.4095238095238096
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,0,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,0,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
659,4200.0,1,10.2,30.1,1.9843894695065485,0.24285714285714283,0.7166666666666667
659,4200.0,1,10.2,30.1,1.9843894695065485,0.24285714285714283,0.7166666666666667
659,4200.0,1,9.6,36.6,6.397134083930399,0.22857142857142854,0.8714285714285714
679,4100.0,1,14.9,46.1,2.4038461538461537,0.3634146341463415,1.124390243902439
679,4100.0,0,24.2,60.7,0.9995456610631533,0.5902439024390244,1.480487804878049
679,4100.0,1,11.5,48.8,1.2405848471422243,0.28048780487804875,1.1902439024390243
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,24.3,59.1,0.5423973964924967,0.5926829268292683,1.4414634146341465
679,4100.0,1,20.8,36.6,0.8902341315766047,0.5073170731707317,0.8926829268292684
679,4100.0,1,9.4,59.2,2.318516149664215,0.22926829268292687,1.4439024390243904
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,11.4,46.2,2.4896265560165975,0.2780487804878049,1.126829268292683
679,4100.0,0,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,14.2,65.1,2.2102747909199523,0.3463414634146342,1.5878048780487806
679,4100.0,1,14.2,65.1,2.2102747909199523,0.3463414634146342,1.5878048780487806
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,10.1,28.8,0.4018081366147665,0.24634146341463414,0.702439024390244
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,23.0,47.4,1.335559265442404,0.5609756097560975,1.1560975609756097
679,4100.0,1,9.6,36.6,6.397134083930399,0.23414634146341462,0.8926829268292684
679,4100.0,1,9.4,59.2,2.318516149664215,0.22926829268292687,1.4439024390243904
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,0,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,9.4,59.2,2.318516149664215,0.23500000000000001,1.48
699,4000.0,0,11.2,49.7,4.267346486366659,0.27999999999999997,1.2425
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,12.0,38.7,0.5763214226905977,0.3,0.9675000000000001
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,9.4,59.2,2.318516149664215,0.23500000000000001,1.48
699,4000.0,1,12.8,24.5,1.6272696128811235,0.32,0.6125
699,4000.0,0,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,11.2,49.7,4.267346486366659,0.27999999999999997,1.2425
699,4000.0,1,11.2,49.7,4.267346486366659,0.27999999999999997,1.2425
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,24.3,59.1,0.5423973964924967,0.6075,1.4775
699,4000.0,1,9.6,36.6,6.397134083930399,0.24,0.915
699,4000.0,1,17.4,40.8,1.927964245026729,0.43499999999999994,1.0199999999999998
699,4000.0,1,10.1,28.8,0.4018081366147665,0.2525,0.72
699,4000.0,1,13.1,55.1,2.5434506146672318,0.32749999999999996,1.3775000000000002
699,4000.0,1,9.4,59.2,2.318516149664215,0.23500000000000001,1.48
721,3900.0,1,11.5,48.8,1.2405848471422243,0.2948717948717949,1.2512820512820513
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,14.9,29.5,0.6179924075218504,0.3820512820512821,0.7564102564102564
721,3900.0,1,9.4,59.2,2.318516149664215,0.24102564102564103,1.517948717948718
721,3900.0,1,15.6,33.2,0.34734282737061484,0.4,0.8512820512820515
721,3900.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
721,3900.0,1,24.3,59.1,0.5423973964924967,0.6230769230769231,1.5153846153846156
721,3900.0,1,11.5,48.8,1.2405848471422243,0.2948717948717949,1.2512820512820513
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,0,14.9,29.5,0.6179924075218504,0.3820512820512821,0.7564102564102564
721,3900.0,0,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,14.2,65.1,2.2102747909199523,0.3641025641025641,1.669230769230769
721,3900.0,1,14.2,65.1,2.2102747909199523,0.3641025641025641,1.669230769230769
721,3900.0,1,14.2,65.1,2.2102747909199523,0.3641025641025641,1.669230769230769
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,11.5,48.8,1.2405848471422243,0.2948717948717949,1.2512820512820513
721,3900.0,1,11.5,48.8,1.2405848471422243,0.2948717948717949,1.2512820512820513
721,3900.0,0,11.5,48.8,1.2405848471422243,0.2948717948717949,1.2512820512820513
721,3900.0,1,9.4,59.2,2.318516149664215,0.24102564102564103,1.517948717948718
721,3900.0,1,9.6,36.6,6.397134083930399,0.24615384615384617,0.9384615384615386
721,3900.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
721,3900.0,1,11.2,49.7,4.267346486366659,0.28717948717948716,1.2743589743589745
721,3900.0,1,9.4,59.2,2.318516149664215,0.24102564102564103,1.517948717948718
721,3900.0,1,9.4,59.2,2.318516149664215,0.24102564102564103,1.517948717948718
721,3900.0,1,9.4,59.2,2.318516149664215,0.24102564102564103,1.517948717948718
748,3800.0,1,11.2,49.7,4.267346486366659,0.29473684210526313,1.3078947368421052
748,3800.0,1,24.3,59.1,0.5423973964924967,0.6394736842105263,1.555263157894737
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,0,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.4,59.2,2.318516149664215,0.2473684210526316,1.5578947368421052
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,11.2,49.7,4.267346486366659,0.29473684210526313,1.3078947368421052
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,11.9,46.7,0.47402351156617367,0.3131578947368421,1.2289473684210528
748,3800.0,1,9.4,59.2,2.318516149664215,0.2473684210526316,1.5578947368421052
748,3800.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,0,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
748,3800.0,1,9.6,36.6,6.397134083930399,0.25263157894736843,0.9631578947368422
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,25.5,30.6,1.421167028924929,0.6891891891891891,0.8270270270270271
766,3700.0,1,9.4,59.2,2.318516149664215,0.25405405405405407,1.6
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.4,59.2,2.318516149664215,0.25405405405405407,1.6
766,3700.0,1,9.4,59.2,2.318516149664215,0.25405405405405407,1.6
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,11.7,28.4,2.8454172366621067,0.3162162162162162,0.7675675675675675
766,3700.0,1,25.5,30.6,1.421167028924929,0.6891891891891891,0.8270270270270271
766,3700.0,1,11.9,46.7,0.47402351156617367,0.32162162162162167,1.2621621621621621
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,18.2,34.0,1.971040861193238,0.49189189189189186,0.9189189189189189
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,9.6,36.6,6.397134083930399,0.2594594594594595,0.9891891891891892
766,3700.0,1,23.1,25.3,0.7397133610725843,0.6243243243243244,0.6837837837837838
766,3700.0,1,9.4,59.2,2.318516149664215,0.25405405405405407,1.6
787,3600.0,1,11.2,49.7,4.267346486366659,0.3111111111111111,1.3805555555555558
787,3600.0,1,11.2,49.7,4.267346486366659,0.3111111111111111,1.3805555555555558
787,3600.0,1,24.3,59.1,0.5423973964924967,0.675,1.6416666666666666
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,10.1,28.8,0.4018081366147665,0.28055555555555556,0.8
787,3600.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
787,3600.0,1,12.8,24.5,1.6272696128811235,0.35555555555555557,0.6805555555555555
787,3600.0,1,25.5,30.6,1.421167028924929,0.7083333333333333,0.8500000000000001
787,3600.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
787,3600.0,1,10.1,28.8,0.4018081366147665,0.28055555555555556,0.8
787,3600.0,1,9.4,59.2,2.318516149664215,0.2611111111111111,1.6444444444444446
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,11.7,28.4,2.8454172366621067,0.325,0.7888888888888888
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
787,3600.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,25.5,30.6,1.421167028924929,0.7083333333333333,0.8500000000000001
787,3600.0,1,11.9,46.7,0.47402351156617367,0.33055555555555555,1.2972222222222223
787,3600.0,1,11.9,46.7,0.47402351156617367,0.33055555555555555,1.2972222222222223
787,3600.0,1,23.0,47.4,1.335559265442404,0.638888888888889,1.3166666666666667
787,3600.0,0,23.0,47.4,1.335559265442404,0.638888888888889,1.3166666666666667
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,14.2,47.0,0.6308579668348955,0.3944444444444444,1.3055555555555556
787,3600.0,1,9.6,36.6,6.397134083930399,0.26666666666666666,1.0166666666666668
787,3600.0,1,10.1,28.8,0.4018081366147665,0.28055555555555556,0.8
787,3600.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
787,3600.0,1,9.4,59.2,2.318516149664215,0.2611111111111111,1.6444444444444446
787,3600.0,1,9.4,59.2,2.318516149664215,0.2611111111111111,1.6444444444444446
787,3600.0,0,9.4,59.2,2.318516149664215,0.2611111111111111,1.6444444444444446
787,3600.0,1,9.4,59.2,2.318516149664215,0.2611111111111111,1.6444444444444446
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,14.2,65.1,2.2102747909199523,0.40571428571428575,1.8599999999999999
818,3500.0,1,9.4,59.2,2.318516149664215,0.26857142857142857,1.6914285714285715
818,3500.0,1,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,1,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,1,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,0,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,0,26.5,20.4,1.4771048744460855,0.7571428571428572,0.5828571428571427
818,3500.0,1,11.5,48.8,1.2405848471422243,0.32857142857142857,1.3942857142857141
818,3500.0,0,9.4,59.2,2.318516149664215,0.26857142857142857,1.6914285714285715
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,11.4,46.2,2.4896265560165975,0.32571428571428573,1.32
818,3500.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
818,3500.0,1,9.4,59.2,2.318516149664215,0.26857142857142857,1.6914285714285715
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,0,10.1,28.8,0.4018081366147665,0.2885714285714286,0.8228571428571428
818,3500.0,1,14.9,29.5,0.6179924075218504,0.4257142857142857,0.842857142857143
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,11.5,48.8,1.2405848471422243,0.32857142857142857,1.3942857142857141
818,3500.0,1,11.4,46.2,2.4896265560165975,0.32571428571428573,1.32
818,3500.0,1,24.3,59.1,0.5423973964924967,0.6942857142857143,1.6885714285714286
818,3500.0,0,11.5,48.8,1.2405848471422243,0.32857142857142857,1.3942857142857141
818,3500.0,1,11.2,49.7,4.267346486366659,0.31999999999999995,1.4200000000000002
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,23.0,41.2,2.243119661806574,0.6571428571428571,1.177142857142857
818,3500.0,1,9.4,59.2,2.318516149664215,0.26857142857142857,1.6914285714285715
818,3500.0,1,9.6,36.6,6.397134083930399,0.2742857142857143,1.0457142857142858
818,3500.0,1,9.4,59.2,2.318516149664215,0.26857142857142857,1.6914285714285715
818,3500.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
818,3500.0,1,12.8,24.5,1.6272696128811235,0.36571428571428577,0.7000000000000001
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,14.9,29.5,0.6179924075218504,0.4382352941176471,0.8676470588235294
852,3400.0,1,11.4,46.2,2.4896265560165975,0.33529411764705885,1.3588235294117648
852,3400.0,1,14.0,43.1,1.928863513617776,0.411764705882353,1.2676470588235293
852,3400.0,1,11.2,49.7,4.267346486366659,0.32941176470588235,1.461764705882353
852,3400.0,1,10.1,28.8,0.4018081366147665,0.29705882352941176,0.8470588235294119
852,3400.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
852,3400.0,1,15.6,33.2,0.34734282737061484,0.45882352941176474,0.9764705882352943
852,3400.0,0,24.3,59.1,0.5423973964924967,0.7147058823529412,1.738235294117647
852,3400.0,1,10.1,28.8,0.4018081366147665,0.29705882352941176,0.8470588235294119
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,11.9,46.7,0.47402351156617367,0.35000000000000003,1.3735294117647059
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,0,11.2,49.7,4.267346486366659,0.32941176470588235,1.461764705882353
852,3400.0,1,11.5,48.8,1.2405848471422243,0.338235294117647,1.4352941176470588
852,3400.0,1,10.1,28.8,0.4018081366147665,0.29705882352941176,0.8470588235294119
852,3400.0,1,9.4,59.2,2.318516149664215,0.27647058823529413,1.7411764705882353
852,3400.0,1,9.4,59.2,2.318516149664215,0.27647058823529413,1.7411764705882353
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
852,3400.0,1,9.6,36.6,6.397134083930399,0.2823529411764706,1.0764705882352943
878,3300.0,1,24.2,60.7,0.9995456610631533,0.7333333333333333,1.8393939393939396
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.4,59.2,2.318516149664215,0.28484848484848485,1.793939393939394
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,14.2,65.1,2.2102747909199523,0.43030303030303024,1.9727272727272724
878,3300.0,1,10.1,28.8,0.4018081366147665,0.30606060606060603,0.8727272727272728
878,3300.0,1,9.4,59.2,2.318516149664215,0.28484848484848485,1.793939393939394
878,3300.0,1,23.0,47.4,1.335559265442404,0.6969696969696969,1.4363636363636363
878,3300.0,1,12.8,24.5,1.6272696128811235,0.38787878787878793,0.7424242424242424
878,3300.0,1,13.1,21.0,0.5244296827200419,0.3969696969696969,0.6363636363636364
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,23.1,25.3,0.7397133610725843,0.7000000000000001,0.7666666666666667
878,3300.0,1,11.9,46.7,0.47402351156617367,0.3606060606060606,1.4151515151515153
878,3300.0,1,18.2,34.0,1.971040861193238,0.5515151515151515,1.0303030303030303
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,12.5,44.4,3.188134594725716,0.3787878787878788,1.3454545454545452
878,3300.0,1,9.4,59.2,2.318516149664215,0.28484848484848485,1.793939393939394
878,3300.0,1,23.1,25.3,0.7397133610725843,0.7000000000000001,0.7666666666666667
878,3300.0,1,12.8,24.5,1.6272696128811235,0.38787878787878793,0.7424242424242424
878,3300.0,1,25.5,30.6,1.421167028924929,0.7727272727272727,0.9272727272727272
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.6,36.6,6.397134083930399,0.2909090909090909,1.1090909090909091
878,3300.0,1,9.4,59.2,2.318516149664215,0.28484848484848485,1.793939393939394
878,3300.0,1,13.1,21.0,0.5244296827200419,0.3969696969696969,0.6363636363636364
905,3200.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
905,3200.0,0,24.3,59.1,0.5423973964924967,0.759375,1.8468749999999998
905,3200.0,1,24.3,59.1,0.5423973964924967,0.759375,1.8468749999999998
905,3200.0,1,11.2,49.7,4.267346486366659,0.35,1.553125
905,3200.0,1,25.5,30.6,1.421167028924929,0.796875,0.9562499999999999
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,24.3,59.1,0.5423973964924967,0.759375,1.8468749999999998
905,3200.0,1,13.1,55.1,2.5434506146672318,0.40937500000000004,1.721875
905,3200.0,1,24.3,59.1,0.5423973964924967,0.759375,1.8468749999999998
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,23.0,47.4,1.335559265442404,0.71875,1.48125
905,3200.0,1,11.4,46.2,2.4896265560165975,0.35625,1.44375
905,3200.0,1,11.2,49.7,4.267346486366659,0.35,1.553125
905,3200.0,1,14.2,65.1,2.2102747909199523,0.44375,2.034375
905,3200.0,1,25.5,30.6,1.421167028924929,0.796875,0.9562499999999999
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,0,15.6,33.2,0.34734282737061484,0.4875,1.0375
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,11.2,49.7,4.267346486366659,0.35,1.553125
905,3200.0,1,11.2,49.7,4.267346486366659,0.35,1.553125
905,3200.0,1,10.1,28.8,0.4018081366147665,0.315625,0.9000000000000001
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,0.1,15.9,-1.659098847362906,0.003125,0.496875
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,11.5,48.8,1.2405848471422243,0.359375,1.525
905,3200.0,0,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,0,24.3,59.1,0.5423973964924967,0.759375,1.8468749999999998
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,0,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,11.4,46.2,2.4896265560165975,0.35625,1.44375
905,3200.0,1,11.5,48.8,1.2405848471422243,0.359375,1.525
905,3200.0,1,11.5,48.8,1.2405848471422243,0.359375,1.525
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.6,36.6,6.397134083930399,0.3,1.14375
905,3200.0,1,9.4,59.2,2.318516149664215,0.29375,1.8500000000000003
949,3100.0,1,9.4,59.2,2.318516149664215,0.30322580645161296,1.909677419354839
949,3100.0,1,25.5,30.6,1.421167028924929,0.8225806451612904,0.9870967741935485
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,9.4,59.2,2.318516149664215,0.30322580645161296,1.909677419354839
949,3100.0,1,11.2,49.7,4.267346486366659,0.36129032258064514,1.603225806451613
949,3100.0,1,11.2,49.7,4.267346486366659,0.36129032258064514,1.603225806451613
949,3100.0,1,10.1,28.8,0.4018081366147665,0.3258064516129032,0.9290322580645163
949,3100.0,1,24.2,60.7,0.9995456610631533,0.7806451612903226,1.9580645161290322
949,3100.0,1,11.4,46.2,2.4896265560165975,0.367741935483871,1.4903225806451614
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,10.1,28.8,0.4018081366147665,0.3258064516129032,0.9290322580645163
949,3100.0,1,14.2,65.1,2.2102747909199523,0.45806451612903226,2.0999999999999996
949,3100.0,1,13.1,21.0,0.5244296827200419,0.4225806451612903,0.6774193548387096
949,3100.0,0,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
949,3100.0,1,11.4,46.2,2.4896265560165975,0.367741935483871,1.4903225806451614
949,3100.0,1,10.1,28.8,0.4018081366147665,0.3258064516129032,0.9290322580645163
949,3100.0,1,11.2,49.7,4.267346486366659,0.36129032258064514,1.603225806451613
949,3100.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
949,3100.0,0,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,10.1,28.8,0.4018081366147665,0.3258064516129032,0.9290322580645163
949,3100.0,0,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
949,3100.0,1,10.2,30.1,1.9843894695065485,0.3290322580645161,0.9709677419354839
949,3100.0,1,24.3,59.1,0.5423973964924967,0.7838709677419354,1.9064516129032256
949,3100.0,0,11.5,48.8,1.2405848471422243,0.3709677419354839,1.5741935483870966
949,3100.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
949,3100.0,1,11.7,28.4,2.8454172366621067,0.37741935483870964,0.9161290322580645
949,3100.0,1,9.6,36.6,6.397134083930399,0.3096774193548387,1.1806451612903226
